year,region,attack_type,target_type,weapon_type,incidents,killed,wounded,success_rate
2002,Sub-Saharan Africa,Unknown,Private Citizens & Property,Unknown,5,45,20,1.0
2002,Western Europe,Armed Assault,Government (General),Incendiary,1,0,0,1.0
2002,Western Europe,Armed Assault,Police,Firearms,1,1,2,1.0
2002,Western Europe,Armed Assault,Private Citizens & Property,Firearms,1,1,0,1.0
2002,Western Europe,Armed Assault,Terrorists/Non-State Militia,Firearms,1,0,3,1.0
2002,Western Europe,Assassination,Government (General),Explosives,1,0,0,0.0
2002,Western Europe,Assassination,Government (General),Firearms,3,2,2,0.6666666666666666
2002,Western Europe,Assassination,Private Citizens & Property,Firearms,1,1,0,1.0
2002,Western Europe,Bombing/Explosion,Airports & Aircraft,Explosives,1,0,0,0.0
2002,Western Europe,Bombing/Explosion,Business,Explosives,32,2,53,0.90625
2002,Western Europe,Bombing/Explosion,Business,Incendiary,1,0,0,1.0
2002,Western Europe,Bombing/Explosion,Educational Institution,Explosives,2,0,2,1.0
2002,Western Europe,Bombing/Explosion,Government (Diplomatic),Explosives,1,0,0,1.0
2002,Western Europe,Bombing/Explosion,Government (Diplomatic),Incendiary,2,0,0,1.0
2002,Western Europe,Bombing/Explosion,Government (General),Explosives,12,0,9,0.5
2002,Western Europe,Bombing/Explosion,Journalists & Media,Explosives,5,0,0,0.8
2002,Western Europe,Bombing/Explosion,Maritime,Explosives,1,0,0,1.0
2002,Western Europe,Bombing/Explosion,Military,Explosives,4,1,7,1.0
2002,Western Europe,Bombing/Explosion,Police,Explosives,10,0,6,0.9
2002,Western Europe,Bombing/Explosion,Private Citizens & Property,Explosives,14,0,3,0.8571428571428571
2002,Western Europe,Bombing/Explosion,Private Citizens & Property,Incendiary,3,0,0,1.0
2002,Western Europe,Bombing/Explosion,Religious Figures/Institutions,Incendiary,3,0,0,0.6666666666666666
2002,Western Europe,Bombing/Explosion,Telecommunication,Incendiary,1,0,0,1.0
2002,Western Europe,Bombing/Explosion,Tourists,Explosives,1,0,3,1.0
2002,Western Europe,Bombing/Explosion,Transportation,Explosives,1,0,0,1.0
2002,Western Europe,Bombing/Explosion,Unknown,Explosives,1,1,1,1.0
2002,Western Europe,Facility/Infrastructure Attack,Business,Incendiary,4,0,0,1.0
2002,Western Europe,Facility/Infrastructure Attack,Journalists & Media,Incendiary,1,0,0,1.0
2002,Western Europe,Facility/Infrastructure Attack,NGO,Incendiary,1,0,0,1.0
2002,Western Europe,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1,0,0,1.0
2002,Western Europe,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4,0,0,1.0
2002,Western Europe,Facility/Infrastructure Attack,Transportation,Incendiary,1,0,0,0.0
2002,Western Europe,Hostage Taking (Barricade Incident),Government (Diplomatic),Chemical,1,0,2,1.0
2002,Western Europe,Unarmed Assault,Government (General),Chemical,2,0,0,0.0
2002,Western Europe,Unarmed Assault,Transportation,Melee,1,0,1,1.0
2003,Australasia & Oceania,Assassination,Police,Firearms,1,1,0,1.0
2003,Australasia & Oceania,Facility/Infrastructure Attack,Government (Diplomatic),Chemical,1,0,0,0.0
2003,Australasia & Oceania,Unarmed Assault,Government (Diplomatic),Chemical,1,0,0,0.0
2003,Australasia & Oceania,Unarmed Assault,Private Citizens & Property,Chemical,1,0,0,0.0
2003,Central America & Caribbean,Armed Assault,Government (General),Firearms,2,4,6,0.5
2003,Central America & Caribbean,Assassination,Government (General),Firearms,2,1,0,0.5
2003,Central America & Caribbean,Facility/Infrastructure Attack,Government (General),Incendiary,3,0,0,1.0
2003,Central America & Caribbean,Facility/Infrastructure Attack,Police,Incendiary,1,0,0,1.0
2003,Central Asia,Armed Assault,Government (General),Firearms,1,0,0,1.0
2003,Central Asia,Bombing/Explosion,Business,Explosives,1,1,0,1.0
2003,Central Asia,Bombing/Explosion,Government (General),Explosives,1,0,0,1.0
2003,Central Asia,Bombing/Explosion,Telecommunication,Explosives,1,0,0,1.0
2003,Central Asia,Facility/Infrastructure Attack,Military,Firearms,1,0,0,1.0
2003,Central Asia,Facility/Infrastructure Attack,Utilities,Firearms,1,0,0,1.0
2003,Central Asia,Hostage Taking (Kidnapping),Government (General),Melee,1,0,1,1.0
2003,East Asia,Armed Assault,Police,Incendiary,1,0,60,1.0
2003,East Asia,Bombing/Explosion,Business,Explosives,1,1,7,1.0
2003,East Asia,Bombing/Explosion,Educational Institution,Explosives,2,0,9,1.0
2003,East Asia,Bombing/Explosion,Military,Explosives,1,0,0,1.0
2003,East Asia,Facility/Infrastructure Attack,Business,Firearms,1,0,0,1.0
2003,Eastern Europe,Armed Assault,Government (General),Explosives,1,0,0,1.0
2003,Eastern Europe,Armed Assault,Government (General),Firearms,3,2,0,1.0
2003,Eastern Europe,Armed Assault,Military,Firearms,7,18,16,1.0
2003,Eastern Europe,Armed Assault,Police,Explosives,1,0,0,1.0
2003,Eastern Europe,Armed Assault,Police,Firearms,5,8,1,0.8
2003,Eastern Europe,Armed Assault,Private Citizens & Property,Firearms,1,2,3,1.0
2003,Eastern Europe,Assassination,Government (General),Explosives,2,19,78,0.5
2003,Eastern Europe,Assassination,Government (General),Firearms,4,10,0,1.0
2003,Eastern Europe,Assassination,Police,Firearms,3,3,0,1.0
2003,Eastern Europe,Bombing/Explosion,Business,Explosives,4,6,14,0.75
2003,Eastern Europe,Bombing/Explosion,Government (Diplomatic),Explosives,3,0,0,1.0
2003,Eastern Europe,Bombing/Explosion,Government (General),Explosives,11,75,255,0.8181818181818182
2003,Eastern Europe,Bombing/Explosion,Military,Explosives,11,91,103,1.0
2003,Eastern Europe,Bombing/Explosion,NGO,Explosives,1,0,6,1.0
2003,Eastern Europe,Bombing/Explosion,Police,Explosives,8,9,65,0.875
2003,Eastern Europe,Bombing/Explosion,Private Citizens & Property,Explosives,5,21,11,1.0
2003,Eastern Europe,Bombing/Explosion,Transportation,Explosives,11,66,258,0.36363636363636365
2003,Eastern Europe,Bombing/Explosion,Unknown,Explosives,5,4,0,0.2
2003,Eastern Europe,Bombing/Explosion,Utilities,Other,1,0,0,0.0
2003,Eastern Europe,Facility/Infrastructure Attack,Government (General),Firearms,4,0,0,1.0
2003,Eastern Europe,Facility/Infrastructure Attack,Government (General),Incendiary,3,0,2,1.0
2003,Eastern Europe,Facility/Infrastructure Attack,Police,Firearms,1,0,0,1.0
2003,Eastern Europe,Unarmed Assault,Business,Melee,1,0,0,1.0
2003,Eastern Europe,Unarmed Assault,Journalists & Media,Melee,1,0,1,1.0
2003,Eastern Europe,Unarmed Assault,Private Citizens & Property,Chemical,1,0,0,0.0
2003,Eastern Europe,Unarmed Assault,Private Citizens & Property,Melee,1,0,6,1.0
2003,Eastern Europe,Unknown,Military,Unknown,1,3,3,1.0
2003,Middle East & North Africa,Armed Assault,Business,Firearms,6,9,5,1.0
2003,Middle East & North Africa,Armed Assault,Government (Diplomatic),Firearms,4,3,0,0.5
2003,Middle East & North Africa,Armed Assault,Government (General),Firearms,3,5,0,1.0
2003,Middle East & North Africa,Armed Assault,Journalists & Media,Firearms,1,0,1,1.0
2003,Middle East & North Africa,Armed Assault,Military,Explosives,3,45,25,0.6666666666666666
2003,Middle East & North Africa,Armed Assault,Military,Firearms,16,40,36,0.875
2003,Middle East & North Africa,Armed Assault,Military,Melee,1,4,0,1.0
2003,Middle East & North Africa,Armed Assault,NGO,Firearms,2,3,2,1.0
2003,Middle East & North Africa,Armed Assault,Police,Explosives,1,1,1,1.0
2003,Middle East & North Africa,Armed Assault,Police,Firearms,11,28,2,1.0
2003,Middle East & North Africa,Armed Assault,Police,Melee,1,2,0,1.0
2003,Middle East & North Africa,Armed Assault,Private Citizens & Property,Firearms,20,59,42,0.95
2003,Middle East & North Africa,Armed Assault,Private Citizens & Property,Incendiary,1,0,0,0.0
2003,Middle East & North Africa,Armed Assault,Private Citizens & Property,Melee,2,9,0,1.0
2003,Middle East & North Africa,Armed Assault,Religious Figures/Institutions,Firearms,1,8,0,1.0
2003,Middle East & North Africa,Armed Assault,Terrorists/Non-State Militia,Firearms,2,2,1,1.0
2003,Middle East & North Africa,Armed Assault,Tourists,Firearms,7,10,6,1.0
2003,Middle East & North Africa,Armed Assault,Utilities,Firearms,1,2,2,1.0
2003,Middle East & North Africa,Assassination,Business,Firearms,1,1,1,1.0
2003,Middle East & North Africa,Assassination,Government (Diplomatic),Firearms,1,1,0,1.0
2003,Middle East & North Africa,Assassination,Government (General),Explosives,1,1,3,1.0
2003,Middle East & North Africa,Assassination,Government (General),Firearms,9,19,4,0.7777777777777778
2003,Middle East & North Africa,Assassination,Government (General),Unknown,1,1,0,1.0
2003,Middle East & North Africa,Assassination,Police,Firearms,1,0,2,0.0
2003,Middle East & North Africa,Assassination,Private Citizens & Property,Firearms,3,3,0,1.0
2003,Middle East & North Africa,Assassination,Utilities,Firearms,1,0,1,0.0
2003,Middle East & North Africa,Assassination,Violent Political Party,Firearms,1,6,1,1.0
2003,Middle East & North Africa,Bombing/Explosion,Business,Explosives,24,121,559,0.9583333333333334
2003,Middle East & North Africa,Bombing/Explosion,Educational Institution,Explosives,4,5,60,0.5
2003,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Explosives,11,58,403,0.9090909090909091
2003,Middle East & North Africa,Bombing/Explosion,Government (Diplomatic),Incendiary,1,0,0,1.0
2003,Middle East & North Africa,Bombing/Explosion,Government (General),Explosives,13,19,191,0.9230769230769231
2003,Middle East & North Africa,Bombing/Explosion,Journalists & Media,Explosives,2,5,10,1.0
2003,Middle East & North Africa,Bombing/Explosion,Military,Explosives,56,123,297,0.9285714285714286
2003,Middle East & North Africa,Bombing/Explosion,NGO,Explosives,2,13,58,0.5
2003,Middle East & North Africa,Bombing/Explosion,Police,Explosives,15,82,362,1.0
2003,Middle East & North Africa,Bombing/Explosion,Private Citizens & Property,Explosives,40,107,340,0.875
2003,Middle East & North Africa,Bombing/Explosion,Religious Figures/Institutions,Explosives,5,127,511,0.8
2003,Middle East & North Africa,Bombing/Explosion,Telecommunication,Explosives,2,0,0,1.0
2003,Middle East & North Africa,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,1,2,0,1.0
2003,Middle East & North Africa,Bombing/Explosion,Transportation,Explosives,8,67,284,1.0
2003,Middle East & North Africa,Bombing/Explosion,Unknown,Explosives,5,10,13,0.6
2003,Middle East & North Africa,Bombing/Explosion,Utilities,Explosives,3,0,0,1.0
2003,Middle East & North Africa,Facility/Infrastructure Attack,Government (General),Incendiary,1,0,0,1.0
2003,Middle East & North Africa,Hijacking,Airports & Aircraft,Fake Weapons,1,0,0,1.0
2003,Middle East & North Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1,4,1,1.0
2003,Middle East & North Africa,Unarmed Assault,Military,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1,0,16,1.0
2003,Middle East & North Africa,Unknown,Military,Unknown,2,7,3,1.0
2003,Middle East & North Africa,Unknown,Police,Unknown,4,8,8,1.0
2003,Middle East & North Africa,Unknown,Private Citizens & Property,Unknown,6,43,1,1.0
2003,North America,Armed Assault,Government (General),Firearms,1,2,1,1.0
2003,North America,Bombing/Explosion,Business,Explosives,3,0,0,1.0
2003,North America,Bombing/Explosion,Business,Incendiary,3,0,0,1.0
2003,North America,Bombing/Explosion,Government (General),Fake Weapons,1,0,0,0.0
2003,North America,Facility/Infrastructure Attack,Abortion Related,Incendiary,2,0,0,1.0
2003,North America,Facility/Infrastructure Attack,Business,Incendiary,16,0,0,0.875
2003,North America,Facility/Infrastructure Attack,Educational Institution,Incendiary,1,0,0,0.0
2003,North America,Facility/Infrastructure Attack,Military,Incendiary,1,0,0,1.0
2003,North America,Facility/Infrastructure Attack,Military,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1,0,0,1.0
2003,North America,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,3,0,0,1.0
2003,North America,Unarmed Assault,Government (General),Biological,2,0,0,0.0
2003,South America,Armed Assault,Business,Firearms,1,0,0,0.0
2003,South America,Armed Assault,Government (General),Firearms,1,0,0,0.0
2003,South America,Armed Assault,Government (General),Incendiary,1,0,0,1.0
2003,South America,Armed Assault,Journalists & Media,Firearms,1,1,0,1.0
2003,South America,Armed Assault,Military,Firearms,2,3,2,1.0
2003,South America,Armed Assault,Police,Firearms,3,23,12,1.0
2003,South America,Armed Assault,Private Citizens & Property,Firearms,3,17,2,1.0
2003,South America,Armed Assault,Private Citizens & Property,Unknown,1,1,2,1.0
2003,South America,Armed Assault,Transportation,Firearms,1,4,7,1.0
2003,South America,Assassination,Business,Explosives,1,1,0,0.0
2003,South America,Assassination,Government (General),Firearms,2,2,1,1.0
2003,South America,Assassination,Journalists & Media,Firearms,1,1,0,1.0
2003,South America,Assassination,Private Citizens & Property,Explosives,1,1,0,1.0
2003,South America,Bombing/Explosion,Business,Explosives,14,46,249,0.9285714285714286
2003,South America,Bombing/Explosion,Food or Water Supply,Explosives,1,3,0,1.0
2003,South America,Bombing/Explosion,Government (Diplomatic),Explosives,4,0,4,1.0
2003,South America,Bombing/Explosion,Government (General),Explosives,8,25,89,1.0
2003,South America,Bombing/Explosion,Military,Explosives,11,33,64,1.0
2003,South America,Bombing/Explosion,NGO,Explosives,1,0,0,1.0
2003,South America,Bombing/Explosion,Police,Explosives,3,13,23,1.0
2003,South America,Bombing/Explosion,Private Citizens & Property,Explosives,11,8,115,0.9090909090909091
2003,South America,Bombing/Explosion,Telecommunication,Explosives,1,0,0,1.0
2003,South America,Bombing/Explosion,Utilities,Explosives,23,0,0,0.9565217391304348
2003,South America,Facility/Infrastructure Attack,Business,Incendiary,1,0,0,1.0
2003,South America,Facility/Infrastructure Attack,Telecommunication,Unknown,1,0,0,1.0
2003,South America,Facility/Infrastructure Attack,Transportation,Incendiary,2,0,0,1.0
2003,South America,Facility/Infrastructure Attack,Utilities,Unknown,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Business,Unknown,1,0,0,0.0
2003,South America,Hostage Taking (Kidnapping),Educational Institution,Firearms,1,1,0,1.0
2003,South America,Hostage Taking (Kidnapping),Government (Diplomatic),Firearms,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Government (General),Firearms,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Journalists & Media,Unknown,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Military,Firearms,1,2,0,1.0
2003,South America,Hostage Taking (Kidnapping),NGO,Firearms,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Police,Unknown,1,0,0,1.0
2003,South America,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,4,2,0,1.0
2003,South America,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,2,0,0,1.0
2003,South America,Unknown,Police,Unknown,2,4,5,1.0
2003,South Asia,Armed Assault,Business,Firearms,3,9,7,1.0
2003,South Asia,Armed Assault,Business,Incendiary,1,0,0,1.0
2003,South Asia,Armed Assault,Government (Diplomatic),Firearms,2,1,0,1.0
2003,South Asia,Armed Assault,Government (General),Firearms,14,28,51,0.9285714285714286
2003,South Asia,Armed Assault,Government (General),Unknown,1,8,0,1.0
2003,South Asia,Armed Assault,Military,Explosives,3,20,13,1.0
2003,South Asia,Armed Assault,Military,Firearms,16,38,22,0.9375
2003,South Asia,Armed Assault,NGO,Firearms,4,12,3,1.0
2003,South Asia,Armed Assault,Police,Firearms,22,55,57,0.9545454545454546
2003,South Asia,Armed Assault,Private Citizens & Property,Firearms,23,117,32,1.0
2003,South Asia,Armed Assault,Private Citizens & Property,Melee,1,0,5,1.0
2003,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,2,10,8,1.0
2003,South Asia,Armed Assault,Religious Figures/Institutions,Melee,1,0,0,1.0
2003,South Asia,Armed Assault,Tourists,Firearms,2,9,0,1.0
2003,South Asia,Armed Assault,Transportation,Firearms,1,5,0,1.0
2003,South Asia,Armed Assault,Violent Political Party,Firearms,4,19,13,0.75
2003,South Asia,Assassination,Business,Firearms,1,1,0,1.0
2003,South Asia,Assassination,Government (General),Explosives,4,15,47,0.0
2003,South Asia,Assassination,Government (General),Firearms,9,13,0,0.8888888888888888
2003,South Asia,Assassination,Government (General),Melee,3,3,0,1.0
2003,South Asia,Assassination,Journalists & Media,Firearms,1,1,0,1.0
2003,South Asia,Assassination,Police,Firearms,2,4,0,1.0
2003,South Asia,Assassination,Police,Melee,1,1,0,1.0
2003,South Asia,Assassination,Private Citizens & Property,Chemical,2,2,0,1.0
2003,South Asia,Assassination,Private Citizens & Property,Firearms,8,10,1,0.875
2003,South Asia,Assassination,Private Citizens & Property,Melee,1,1,0,1.0
2003,South Asia,Assassination,Religious Figures/Institutions,Firearms,3,3,0,1.0
2003,South Asia,Assassination,Violent Political Party,Firearms,4,4,1,1.0
2003,South Asia,Bombing/Explosion,Airports & Aircraft,Explosives,1,0,0,1.0
2003,South Asia,Bombing/Explosion,Business,Explosives,12,8,75,1.0
2003,South Asia,Bombing/Explosion,Educational Institution,Explosives,4,0,12,1.0
2003,South Asia,Bombing/Explosion,Government (Diplomatic),Explosives,7,5,3,1.0
2003,South Asia,Bombing/Explosion,Government (General),Explosives,22,4,15,0.9090909090909091
2003,South Asia,Bombing/Explosion,Journalists & Media,Explosives,2,5,3,1.0
2003,South Asia,Bombing/Explosion,Maritime,Explosives,1,14,1,1.0
2003,South Asia,Bombing/Explosion,Military,Explosives,48,97,253,0.9583333333333334
2003,South Asia,Bombing/Explosion,NGO,Explosives,6,0,0,0.6666666666666666
2003,South Asia,Bombing/Explosion,Police,Explosives,20,36,208,0.95
2003,South Asia,Bombing/Explosion,Private Citizens & Property,Explosives,23,100,364,0.9565217391304348
2003,South Asia,Bombing/Explosion,Private Citizens & Property,Firearms,1,0,1,1.0
2003,South Asia,Bombing/Explosion,Religious Figures/Institutions,Explosives,6,53,63,1.0
2003,South Asia,Bombing/Explosion,Religious Figures/Institutions,Incendiary,1,0,0,0.0
2003,South Asia,Bombing/Explosion,Telecommunication,Explosives,1,0,36,1.0
2003,South Asia,Bombing/Explosion,Transportation,Explosives,21,63,291,0.9047619047619048
2003,South Asia,Bombing/Explosion,Unknown,Explosives,3,0,2,1.0
2003,South Asia,Bombing/Explosion,Utilities,Explosives,5,1,5,1.0
2003,South Asia,Bombing/Explosion,Violent Political Party,Explosives,1,3,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Educational Institution,Incendiary,5,1,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Government (General),Firearms,1,1,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Police,Firearms,2,0,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1,0,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,2,0,0,1.0
2003,South Asia,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,2,0,0,1.0
2003,South Asia,Hostage Taking (Barricade Incident),Private Citizens & Property,Explosives,1,6,8,1.0
2003,South Asia,Hostage Taking (Kidnapping),Business,Firearms,1,4,2,1.0
2003,South Asia,Hostage Taking (Kidnapping),Business,Unknown,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Government (General),Explosives,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1,1,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Military,Melee,1,1,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),NGO,Firearms,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Police,Unknown,1,0,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,3,5,0,1.0
2003,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1,4,0,1.0
2003,South Asia,Unarmed Assault,Private Citizens & Property,Chemical,1,1,0,1.0
2003,South Asia,Unknown,Police,Unknown,1,0,2,1.0
2003,Southeast Asia,Armed Assault,Airports & Aircraft,Firearms,1,2,0,1.0
2003,Southeast Asia,Armed Assault,Business,Firearms,2,14,1,1.0
2003,Southeast Asia,Armed Assault,Government (General),Firearms,2,2,0,1.0
2003,Southeast Asia,Armed Assault,Military,Explosives,1,6,4,1.0
2003,Southeast Asia,Armed Assault,Military,Firearms,18,112,81,1.0
2003,Southeast Asia,Armed Assault,Police,Firearms,10,16,15,0.9
2003,Southeast Asia,Armed Assault,Private Citizens & Property,Explosives,1,5,5,1.0
2003,Southeast Asia,Armed Assault,Private Citizens & Property,Firearms,10,47,15,1.0
2003,Southeast Asia,Armed Assault,Private Citizens & Property,Incendiary,2,2,3,1.0
2003,Southeast Asia,Armed Assault,Tourists,Firearms,1,10,0,1.0
2003,Southeast Asia,Armed Assault,Transportation,Firearms,1,1,5,1.0
2003,Southeast Asia,Assassination,Government (General),Firearms,2,2,2,1.0
2003,Southeast Asia,Assassination,Military,Firearms,1,1,0,1.0
2003,Southeast Asia,Assassination,Religious Figures/Institutions,Firearms,1,0,1,0.0
2003,Southeast Asia,Assassination,Terrorists/Non-State Militia,Firearms,3,4,0,1.0
2003,Southeast Asia,Assassination,Violent Political Party,Firearms,1,1,0,1.0
2003,Southeast Asia,Bombing/Explosion,Airports & Aircraft,Explosives,2,25,150,1.0
2003,Southeast Asia,Bombing/Explosion,Business,Explosives,9,22,163,1.0
2003,Southeast Asia,Bombing/Explosion,Business,Incendiary,1,0,0,1.0
2003,Southeast Asia,Bombing/Explosion,Educational Institution,Explosives,1,1,2,1.0
2003,Southeast Asia,Bombing/Explosion,Food or Water Supply,Explosives,2,0,1,1.0
2003,Southeast Asia,Bombing/Explosion,Government (Diplomatic),Explosives,1,0,0,1.0
2003,Southeast Asia,Bombing/Explosion,Government (General),Explosives,7,0,12,1.0
2003,Southeast Asia,Bombing/Explosion,Maritime,Explosives,1,16,55,1.0
2003,Southeast Asia,Bombing/Explosion,Military,Explosives,3,10,4,1.0
2003,Southeast Asia,Bombing/Explosion,Police,Explosives,2,1,0,1.0
2003,Southeast Asia,Bombing/Explosion,Private Citizens & Property,Explosives,21,38,209,0.8571428571428571
2003,Southeast Asia,Bombing/Explosion,Religious Figures/Institutions,Explosives,2,1,6,1.0
2003,Southeast Asia,Bombing/Explosion,Telecommunication,Explosives,2,1,3,1.0
2003,Southeast Asia,Bombing/Explosion,Telecommunication,Incendiary,1,0,0,1.0
2003,Southeast Asia,Bombing/Explosion,Transportation,Explosives,6,4,10,0.5
2003,Southeast Asia,Bombing/Explosion,Unknown,Explosives,1,0,0,0.0
2003,Southeast Asia,Bombing/Explosion,Utilities,Explosives,8,1,0,0.875
2003,Southeast Asia,Facility/Infrastructure Attack,Business,Firearms,1,0,0,1.0
2003,Southeast Asia,Facility/Infrastructure Attack,Educational Institution,Incendiary,3,0,0,1.0
2003,Southeast Asia,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1,0,0,1.0
2003,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Firearms,1,0,0,1.0
2003,Southeast Asia,Facility/Infrastructure Attack,Telecommunication,Incendiary,1,0,0,1.0
2003,Southeast Asia,Facility/Infrastructure Attack,Transportation,Incendiary,2,0,3,1.0
2003,Southeast Asia,Hijacking,Transportation,Firearms,1,0,0,1.0
2003,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,2,3,0,1.0
2003,Southeast Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1,0,0,1.0
2003,Southeast Asia,Unknown,Military,Unknown,5,6,9,1.0
2003,Sub-Saharan Africa,Armed Assault,Business,Firearms,2,29,22,1.0
2003,Sub-Saharan Africa,Armed Assault,Government (Diplomatic),Firearms,2,1,1,1.0
2003,Sub-Saharan Africa,Armed Assault,Government (General),Firearms,1,1,0,1.0
2003,Sub-Saharan Africa,Armed Assault,Military,Firearms,6,59,5,1.0
2003,Sub-Saharan Africa,Armed Assault,Police,Firearms,1,11,0,1.0
2003,Sub-Saharan Africa,Armed Assault,Police,Melee,1,2,0,1.0
2003,Sub-Saharan Africa,Armed Assault,Private Citizens & Property,Firearms,15,181,38,1.0
2003,Sub-Saharan Africa,Armed Assault,Private Citizens & Property,Incendiary,2,5,1,1.0
2003,Sub-Saharan Africa,Armed Assault,Private Citizens & Property,Melee,4,131,0,1.0
2003,Sub-Saharan Africa,Armed Assault,Religious Figures/Institutions,Firearms,2,1,1,1.0
2003,Sub-Saharan Africa,Armed Assault,Transportation,Firearms,1,1,6,1.0
2003,Sub-Saharan Africa,Armed Assault,Transportation,Incendiary,1,14,12,1.0
2003,Sub-Saharan Africa,Armed Assault,Violent Political Party,Melee,1,0,8,1.0
2003,Sub-Saharan Africa,Assassination,Government (General),Melee,1,1,0,1.0
2003,Sub-Saharan Africa,Assassination,Private Citizens & Property,Firearms,1,1,0,1.0
2003,Sub-Saharan Africa,Assassination,Terrorists/Non-State Militia,Unknown,1,1,0,1.0
2003,Sub-Saharan Africa,Bombing/Explosion,Business,Explosives,2,2,2,1.0
2003,Sub-Saharan Africa,Bombing/Explosion,Private Citizens & Property,Explosives,4,23,45,1.0
2003,Sub-Saharan Africa,Bombing/Explosion,Transportation,Explosives,1,2,9,1.0
2003,Sub-Saharan Africa,Bombing/Explosion,Utilities,Explosives,1,0,0,1.0
2003,Sub-Saharan Africa,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,1,0,0,1.0
2003,Sub-Saharan Africa,Facility/Infrastructure Attack,Police,Incendiary,1,0,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Barricade Incident),Business,Unknown,1,0,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Business,Firearms,3,1,1,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Educational Institution,Firearms,2,1,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Educational Institution,Unknown,1,0,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Government (Diplomatic),Firearms,1,0,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,4,28,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Incendiary,1,0,0,1.0
2003,Sub-Saharan Africa,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1,0,0,1.0
2003,Sub-Saharan Africa,Unarmed Assault,Private Citizens & Property,Melee,1,12,0,1.0
2003,Sub-Saharan Africa,Unknown,Military,Unknown,2,29,7,1.0
2003,Sub-Saharan Africa,Unknown,Police,Unknown,1,2,0,1.0
2003,Sub-Saharan Africa,Unknown,Private Citizens & Property,Unknown,1,5,0,1.0
2003,Sub-Saharan Africa,Unknown,Transportation,Unknown,1,5,0,1.0
2003,Sub-Saharan Africa,Unknown,Utilities,Unknown,1,6,0,1.0
2003,Western Europe,Armed Assault,Government (General),Firearms,1,0,0,1.0
2003,Western Europe,Armed Assault,Police,Firearms,2,0,0,1.0
2003,Western Europe,Armed Assault,Private Citizens & Property,Incendiary,2,0,0,1.0
2003,Western Europe,Armed Assault,Private Citizens & Property,Melee,1,0,1,1.0
2003,Western Europe,Armed Assault,Religious Figures/Institutions,Melee,1,0,1,1.0
2003,Western Europe,Assassination,Police,Firearms,1,1,0,1.0
2003,Western Europe,Assassination,Terrorists/Non-State Militia,Firearms,1,2,2,1.0
2003,Western Europe,Bombing/Explosion,Airports & Aircraft,Explosives,2,0,0,0.5
2003,Western Europe,Bombing/Explosion,Business,Explosives,18,0,13,0.7777777777777778
2003,Western Europe,Bombing/Explosion,Government (Diplomatic),Explosives,1,0,0,1.0
